H_vector,DD_vector,UD_vector,H_stats,DD_stats,UD_stats,char_count,total_duration,typing_rollover_ratio,backspace_count,char_sequence,masked_sequence,username,data_type,quality_label,quality_score,password_strength,password_score
"[0.15769999998807907, 0.1387000000476837, 0.16339999997615814, 0.12, 0.1695, 0.16019999998807907, 0.10330000001192093]","[0.06859999996423721, 0.22960000002384187, 0.15980000001192093, 0.2045, 0.06630000001192093, 0.07019999998807908]","[-0.08910000002384186, 0.09089999997615814, -0.003599999964237213, 0.0845, -0.10319999998807908, -0.09]","{""mean"": 0.14468571428741728, ""std"": 0.02494670508737402, ""min"": 0.10330000001192093, ""max"": 0.1695}","{""mean"": 0.13316666666666666, ""std"": 0.07443382744840119, ""min"": 0.06630000001192093, ""max"": 0.22960000002384187}","{""mean"": -0.018416666666666668, ""std"": 0.08952097891615074, ""min"": -0.10319999998807908, ""max"": 0.09089999997615814}",7,0.9023000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.12090000003576279, 0.12439999997615814, 0.1655, 0.10180000001192092, 0.16730000001192094, 0.16030000001192093, 0.13280000001192094]","[0.044200000047683714, 0.21629999995231627, 0.12710000002384186, 0.14889999997615813, 0.0635, 0.0695]","[-0.07669999998807907, 0.09189999997615814, -0.038399999976158145, 0.047099999964237214, -0.10380000001192093, -0.09080000001192093]","{""mean"": 0.13900000000851495, ""std"": 0.025559994782046253, ""min"": 0.10180000001192092, ""max"": 0.16730000001192094}","{""mean"": 0.11158333333333333, ""std"": 0.06514968659307747, ""min"": 0.044200000047683714, ""max"": 0.21629999995231627}","{""mean"": -0.028450000007947285, ""std"": 0.08022983857707269, ""min"": -0.10380000001192093, ""max"": 0.09189999997615814}",7,0.8023000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.13789999997615815, 0.13060000002384187, 0.17709999996423723, 0.11530000001192092, 0.20369999998807908, 0.1535, 0.11269999998807907]","[0.05889999997615814, 0.21030000001192092, 0.133, 0.13539999997615815, 0.087, 0.082]","[-0.079, 0.07969999998807907, -0.04409999996423721, 0.020099999964237215, -0.11669999998807908, -0.0715]","{""mean"": 0.1472571428503309, ""std"": 0.03340617991502673, ""min"": 0.11269999998807907, ""max"": 0.20369999998807908}","{""mean"": 0.1177666666607062, ""std"": 0.05439950980938276, ""min"": 0.05889999997615814, ""max"": 0.21030000001192092}","{""mean"": -0.03525, ""std"": 0.07241225723691469, ""min"": -0.11669999998807908, ""max"": 0.07969999998807907}",7,0.8192999999523163,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.154, 0.11970000004768372, 0.1742000000476837, 0.12619999998807907, 0.17410000002384185, 0.14589999997615813, 0.13440000003576277]","[0.0835, 0.201, 0.1304000000357628, 0.1505999999642372, 0.059900000035762783, 0.08239999997615814]","[-0.0705, 0.08129999995231628, -0.04380000001192093, 0.024399999976158143, -0.11419999998807907, -0.0635]","{""mean"": 0.1469285714456013, ""std"": 0.02183694990400883, ""min"": 0.11970000004768372, ""max"": 0.1742000000476837}","{""mean"": 0.11796666666865349, ""std"": 0.0527991161468281, ""min"": 0.059900000035762783, ""max"": 0.201}","{""mean"": -0.03105000001192093, ""std"": 0.07125028418885491, ""min"": -0.11419999998807907, ""max"": 0.08129999995231628}",7,0.8422000000476837,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.15619999998807907, 0.09769999998807907, 0.1520999999642372, 0.1165, 0.18269999998807906, 0.16089999997615814, 0.09889999997615814]","[0.10619999998807907, 0.17010000002384185, 0.17609999996423722, 0.1644000000357628, 0.06289999997615814, 0.09830000001192093]","[-0.05, 0.07240000003576279, 0.024, 0.04790000003576279, -0.11980000001192093, -0.06259999996423721]","{""mean"": 0.13785714284011297, ""std"": 0.03333555944745346, ""min"": 0.09769999998807907, ""max"": 0.18269999998807906}","{""mean"": 0.12966666666666668, ""std"": 0.046882093249810915, ""min"": 0.06289999997615814, ""max"": 0.17609999996423722}","{""mean"": -0.01468333331743876, ""std"": 0.07428239137658027, ""min"": -0.11980000001192093, ""max"": 0.07240000003576279}",7,0.8768999999761582,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.0944000000357628, 0.12039999997615815, 0.16610000002384187, 0.10640000003576279, 0.1810999999642372, 0.14810000002384185, 0.11080000001192093]","[0.02830000001192093, 0.208, 0.13089999997615814, 0.1437000000476837, 0.07129999995231628, 0.08760000002384186]","[-0.06610000002384185, 0.08760000002384186, -0.03520000004768371, 0.03730000001192093, -0.10980000001192093, -0.0605]","{""mean"": 0.1324714285816465, ""std"": 0.03287449436887694, ""min"": 0.0944000000357628, ""max"": 0.1810999999642372}","{""mean"": 0.11163333333532015, ""std"": 0.06298386037102903, ""min"": 0.02830000001192093, ""max"": 0.208}","{""mean"": -0.024450000007947285, ""std"": 0.07321581115013522, ""min"": -0.10980000001192093, ""max"": 0.08760000002384186}",7,0.7806000000238419,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.13089999997615814, 0.1085999999642372, 0.2165, 0.122, 0.15530000001192093, 0.14509999996423723, 0.10360000002384186]","[0.07480000001192093, 0.19319999998807907, 0.18560000002384186, 0.18919999998807907, 0.042, 0.07919999998807907]","[-0.056099999964237215, 0.08460000002384185, -0.03089999997615814, 0.06719999998807907, -0.11330000001192093, -0.06589999997615814]","{""mean"": 0.14028571427719932, ""std"": 0.03836124036143507, ""min"": 0.10360000002384186, ""max"": 0.2165}","{""mean"": 0.12733333333333333, ""std"": 0.06916538633299377, ""min"": 0.042, ""max"": 0.19319999998807907}","{""mean"": -0.01906666665275892, ""std"": 0.07845188759108376, ""min"": -0.11330000001192093, ""max"": 0.08460000002384185}",7,0.8676000000238419,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.1205, 0.08839999997615815, 0.191, 0.12439999997615814, 0.18530000001192093, 0.15589999997615814, 0.0915]","[0.08880000001192093, 0.17619999998807906, 0.1415, 0.16239999997615814, 0.045200000047683715, 0.1085]","[-0.03169999998807907, 0.08780000001192093, -0.0495, 0.038, -0.14009999996423722, -0.04739999997615814]","{""mean"": 0.13671428570577077, ""std"": 0.04177070060573379, ""min"": 0.08839999997615815, ""max"": 0.191}","{""mean"": 0.12043333333730698, ""std"": 0.04923018042232553, ""min"": 0.045200000047683715, ""max"": 0.17619999998807906}","{""mean"": -0.023816666652758917, ""std"": 0.07884078681287339, ""min"": -0.14009999996423722, ""max"": 0.08780000001192093}",7,0.8141000000238419,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.13129999995231628, 0.10410000002384186, 0.13230000001192094, 0.106, 0.19730000001192094, 0.13280000001192094, 0.1055]","[0.11379999995231628, 0.19580000001192094, 0.1259000000357628, 0.1367999999523163, 0.08660000002384186, 0.0755]","[-0.0175, 0.09169999998807907, -0.006399999976158142, 0.030799999952316283, -0.11069999998807907, -0.057300000011920926]","{""mean"": 0.129900000001703, ""std"": 0.032637146526541275, ""min"": 0.10410000002384186, ""max"": 0.19730000001192094}","{""mean"": 0.12239999999602635, ""std"": 0.04280742926114607, ""min"": 0.0755, ""max"": 0.19580000001192094}","{""mean"": -0.01156666667262713, ""std"": 0.06991393756012326, ""min"": -0.11069999998807907, ""max"": 0.09169999998807907}",7,0.8398999999761582,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.15769999998807907, 0.09869999998807907, 0.17269999998807908, 0.12289999997615814, 0.16569999998807908, 0.16869999998807908, 0.0805]","[0.10039999997615814, 0.19790000003576277, 0.15219999998807907, 0.1895, 0.03519999998807907, 0.09919999998807907]","[-0.057300000011920926, 0.09920000004768371, -0.0205, 0.06660000002384185, -0.1305, -0.0695]","{""mean"": 0.1381285714166505, ""std"": 0.03737332891404286, ""min"": 0.0805, ""max"": 0.17269999998807908}","{""mean"": 0.129066666662693, ""std"": 0.06237004624340453, ""min"": 0.03519999998807907, ""max"": 0.19790000003576277}","{""mean"": -0.018666666656732563, ""std"": 0.08689024496404749, ""min"": -0.1305, ""max"": 0.09920000004768371}",7,2.3623999999761582,0.6666666666666666,2,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.15169999998807907, 0.12739999997615814, 0.14119999998807908, 0.10289999997615815, 0.20210000002384185, 0.15010000002384186, 0.10839999997615814]","[0.08639999997615815, 0.23630000001192092, 0.1495, 0.14269999998807908, 0.08119999998807907, 0.08980000001192093]","[-0.06530000001192093, 0.10890000003576279, 0.00830000001192093, 0.03980000001192093, -0.12090000003576279, -0.06030000001192093]","{""mean"": 0.1405428571360452, ""std"": 0.0332375719879396, ""min"": 0.10289999997615815, ""max"": 0.20210000002384185}","{""mean"": 0.13098333332935969, ""std"": 0.05955479550446944, ""min"": 0.08119999998807907, ""max"": 0.23630000001192092}","{""mean"": -0.014916666666666667, ""std"": 0.08329956584990253, ""min"": -0.12090000003576279, ""max"": 0.10890000003576279}",7,0.8942999999523162,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.13810000002384185, 0.11119999998807907, 0.154, 0.17919999998807906, 0.20460000002384185, 0.16540000003576277, 0.10019999998807907]","[0.0634000000357628, 0.20869999998807906, 0.1285, 0.24569999998807907, 0.05719999998807907, 0.11380000001192093]","[-0.07469999998807907, 0.0975, -0.0255, 0.0665, -0.14740000003576278, -0.05160000002384186]","{""mean"": 0.15038571429252623, ""std"": 0.03699776699555794, ""min"": 0.10019999998807907, ""max"": 0.20460000002384185}","{""mean"": 0.13621666666865348, ""std"": 0.07661382163178665, ""min"": 0.05719999998807907, ""max"": 0.24569999998807907}","{""mean"": -0.022533333341280617, ""std"": 0.09110615055242621, ""min"": -0.14740000003576278, ""max"": 0.0975}",7,0.9175,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.1352000000476837, 0.11390000003576278, 0.19219999998807907, 0.1427999999523163, 0.1844000000357628, 0.1747000000476837, 0.117]","[0.071, 0.21810000002384186, 0.15160000002384186, 0.22329999995231628, 0.0485, 0.10980000001192093]","[-0.06420000004768371, 0.10419999998807906, -0.040599999964237216, 0.0805, -0.13590000003576277, -0.06490000003576278]","{""mean"": 0.15145714287246975, ""std"": 0.0322038226070745, ""min"": 0.11390000003576278, ""max"": 0.19219999998807907}","{""mean"": 0.13705000000198683, ""std"": 0.07371042666500233, ""min"": 0.0485, ""max"": 0.22329999995231628}","{""mean"": -0.020150000015894568, ""std"": 0.09311560020883004, ""min"": -0.13590000003576277, ""max"": 0.10419999998807906}",7,0.9393000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.15110000002384186, 0.11480000001192094, 0.14139999997615815, 0.12489999997615814, 0.21730000001192093, 0.13739999997615815, 0.09789999997615814]","[0.08560000002384185, 0.586300000011921, 0.21930000001192093, 0.18079999995231627, 0.12520000004768372, 0.08789999997615815]","[-0.0655, 0.4715, 0.07790000003576279, 0.05589999997615814, -0.09209999996423722, -0.0495]","{""mean"": 0.14068571427890234, ""std"": 0.03816496774104525, ""min"": 0.09789999997615814, ""max"": 0.21730000001192093}","{""mean"": 0.214183333337307, ""std"": 0.18974226115281498, ""min"": 0.08560000002384185, ""max"": 0.586300000011921}","{""mean"": 0.06636666667461395, ""std"": 0.2099052992772326, ""min"": -0.09209999996423722, ""max"": 0.4715}",7,1.383,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.15210000002384186, 0.09919999998807907, 0.145, 0.14869999998807906, 0.20619999998807906, 0.16119999998807907, 0.104]","[0.09480000001192093, 0.2140999999642372, 0.17770000004768371, 0.20519999998807908, 0.06530000001192093, 0.108]","[-0.057300000011920926, 0.11489999997615814, 0.03270000004768372, 0.0565, -0.14089999997615815, -0.05319999998807907]","{""mean"": 0.14519999999659403, ""std"": 0.03617167399938445, ""min"": 0.09919999998807907, ""max"": 0.20619999998807906}","{""mean"": 0.14418333333730698, ""std"": 0.06277781188766622, ""min"": 0.06530000001192093, ""max"": 0.2140999999642372}","{""mean"": -0.007883333325386047, ""std"": 0.09279763825130888, ""min"": -0.14089999997615815, ""max"": 0.11489999997615814}",7,0.9691000000238419,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.13310000002384187, 0.11680000001192092, 0.15010000002384186, 0.13169999998807908, 0.24220000004768372, 0.2035, 0.13760000002384185]","[0.06430000001192093, 0.2295, 0.137, 0.12489999997615814, 0.1395, 0.099]","[-0.06880000001192092, 0.11269999998807907, -0.013100000023841858, -0.006800000011920929, -0.10270000004768372, -0.1045]","{""mean"": 0.15928571430274419, ""std"": 0.04589122751365442, ""min"": 0.11680000001192092, ""max"": 0.24220000004768372}","{""mean"": 0.13236666666467986, ""std"": 0.055334244970120516, ""min"": 0.06430000001192093, ""max"": 0.2295}","{""mean"": -0.030533333351214727, ""std"": 0.08188579038675263, ""min"": -0.1045, ""max"": 0.11269999998807907}",7,0.931800000011921,0.8333333333333334,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,95,weak,2
"[0.14840000003576279, 0.09569999998807907, 0.16839999997615815, 0.124, 0.19519999998807908, 0.1625, 0.1185]","[0.10290000003576279, 0.19919999998807908, 0.11530000001192092, 0.224, 0.06439999997615814, 0.10330000001192093]","[-0.0455, 0.1035, -0.05309999996423721, 0.1, -0.13080000001192094, -0.05919999998807907]","{""mean"": 0.1446714285697256, ""std"": 0.03405484372012393, ""min"": 0.09569999998807907, ""max"": 0.19519999998807908}","{""mean"": 0.13485000000397365, ""std"": 0.06237027336531649, ""min"": 0.06439999997615814, ""max"": 0.224}","{""mean"": -0.01418333332737287, ""std"": 0.09487717147159992, ""min"": -0.13080000001192094, ""max"": 0.1035}",7,0.9276000000238419,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
